feature_id,canonical_token,valid_contexts,evaluated_contexts,total_contexts,passed,failure_reason
42396,,0,24,45,0,insufficient matching contexts
42400,oh,1,24,45,0,insufficient matching contexts
42397,interfaces,1,24,45,0,insufficient matching contexts
42399,press,3,24,45,0,insufficient matching contexts
42398,,0,24,45,0,insufficient matching contexts
42401,,0,0,37,0,only 37 contexts
42402,,0,24,45,0,insufficient matching contexts
42403,,0,24,45,0,insufficient matching contexts
42404,for,3,24,45,0,insufficient matching contexts
42405,or,3,24,45,0,insufficient matching contexts
42406,mark,5,24,45,0,insufficient matching contexts
42407,,0,0,41,0,only 41 contexts
42408,recorder,1,24,45,0,insufficient matching contexts
42409,,0,0,43,0,only 43 contexts
42410,don,3,24,45,0,insufficient matching contexts
42411,basis,2,24,45,0,insufficient matching contexts
42412,ii,4,24,45,0,insufficient matching contexts
42413,,0,0,26,0,only 26 contexts
42415,the,24,24,45,1,
42416,,0,0,40,0,only 40 contexts
42414,,0,0,44,0,only 44 contexts
42417,lithuanian,2,24,45,0,insufficient matching contexts
42418,,0,24,45,0,insufficient matching contexts
42419,warm,2,24,45,0,insufficient matching contexts
42420,is,1,24,45,0,insufficient matching contexts
42421,,0,0,41,0,only 41 contexts
42422,,0,0,37,0,only 37 contexts
42425,related,24,24,45,1,
42424,,0,0,40,0,only 40 contexts
42426,,0,24,45,0,insufficient matching contexts
42423,in,5,24,45,0,insufficient matching contexts
42427,,0,0,41,0,only 41 contexts
42428,,0,24,45,0,insufficient matching contexts
42429,captain,24,24,45,1,
42430,,0,0,43,0,only 43 contexts
42431,,0,0,44,0,only 44 contexts
42432,tra,2,24,45,0,insufficient matching contexts
42433,failed,24,24,45,1,
42434,,0,0,41,0,only 41 contexts
42435,flat,24,24,45,1,
42436,ns,3,24,45,0,insufficient matching contexts
42437,,0,0,41,0,only 41 contexts
42438,,0,24,45,0,insufficient matching contexts
42439,,0,0,43,0,only 43 contexts
42440,,0,24,45,0,insufficient matching contexts
42442,through,1,24,45,0,insufficient matching contexts
42441,,0,24,45,0,insufficient matching contexts
42444,spin,24,24,45,1,
42443,dir,2,24,45,0,insufficient matching contexts
42445,,0,0,43,0,only 43 contexts
42446,tg,23,24,45,1,
42447,maiden,2,24,45,0,insufficient matching contexts
42448,reef,10,24,45,0,insufficient matching contexts
42449,,0,0,42,0,only 42 contexts
42453,computer,24,24,45,1,
42451,framework,4,24,45,0,insufficient matching contexts
42450,columns,2,24,45,0,insufficient matching contexts
42452,,0,24,45,0,insufficient matching contexts
42454,,0,0,41,0,only 41 contexts
42455,,0,24,45,0,insufficient matching contexts
42456,type,3,24,45,0,insufficient matching contexts
42457,form,1,24,45,0,insufficient matching contexts
42458,returned,1,24,45,0,insufficient matching contexts
42459,,0,24,45,0,insufficient matching contexts
42460,,0,0,41,0,only 41 contexts
42461,,0,0,42,0,only 42 contexts
42462,,0,0,40,0,only 40 contexts
42463,technique,1,24,45,0,insufficient matching contexts
42464,,0,24,45,0,insufficient matching contexts
42465,review,19,24,45,0,insufficient matching contexts
42466,,0,0,42,0,only 42 contexts
42467,,0,0,40,0,only 40 contexts
42468,son,1,24,45,0,insufficient matching contexts
42469,,0,0,37,0,only 37 contexts
42470,,0,0,42,0,only 42 contexts
42471,neutron,5,24,45,0,insufficient matching contexts
42472,fresh,2,24,45,0,insufficient matching contexts
42473,,0,24,45,0,insufficient matching contexts
42474,alpha,2,24,45,0,insufficient matching contexts
42475,,0,24,45,0,insufficient matching contexts
42476,,0,24,45,0,insufficient matching contexts
42477,,0,24,45,0,insufficient matching contexts
42478,s,4,24,45,0,insufficient matching contexts
42479,,0,24,45,0,insufficient matching contexts
42480,,0,24,45,0,insufficient matching contexts
42481,,0,0,39,0,only 39 contexts
42482,,0,0,42,0,only 42 contexts
42483,,0,0,43,0,only 43 contexts
42484,,0,24,45,0,insufficient matching contexts
42485,,0,0,42,0,only 42 contexts
42486,aligned,1,24,45,0,insufficient matching contexts
42487,power,4,24,45,0,insufficient matching contexts
42488,,0,0,30,0,only 30 contexts
42489,,0,24,45,0,insufficient matching contexts
42490,or,8,24,45,0,insufficient matching contexts
42491,would,1,24,45,0,insufficient matching contexts
42492,console,24,24,45,1,
42493,,0,24,45,0,insufficient matching contexts
42494,,0,0,26,0,only 26 contexts
42495,,0,0,43,0,only 43 contexts
42497,interest,9,24,45,0,insufficient matching contexts
42499,,0,24,45,0,insufficient matching contexts
42498,overwhelming,4,24,45,0,insufficient matching contexts
42496,of,24,24,45,1,
42500,time,24,24,45,1,
42501,,0,0,41,0,only 41 contexts
42502,of,24,24,45,1,
42503,portion,2,24,45,0,insufficient matching contexts
42504,fifth,11,24,45,0,insufficient matching contexts
42505,,0,0,44,0,only 44 contexts
42507,,0,0,43,0,only 43 contexts
42506,,0,24,45,0,insufficient matching contexts
42508,,0,0,40,0,only 40 contexts
42509,advertising,4,24,45,0,insufficient matching contexts
42510,,0,0,40,0,only 40 contexts
42511,cwe,19,24,45,0,insufficient matching contexts
42512,,0,24,45,0,insufficient matching contexts
42513,,0,24,45,0,insufficient matching contexts
42514,exit,1,24,45,0,insufficient matching contexts
42515,,0,0,39,0,only 39 contexts
42516,colombian,2,24,45,0,insufficient matching contexts
42517,,0,0,44,0,only 44 contexts
42518,,0,0,43,0,only 43 contexts
42519,,0,0,41,0,only 41 contexts
42520,,0,24,45,0,insufficient matching contexts
42521,,0,0,28,0,only 28 contexts
42522,,0,0,43,0,only 43 contexts
42523,,0,0,26,0,only 26 contexts
42524,,0,0,39,0,only 39 contexts
42525,,0,0,41,0,only 41 contexts
42526,,0,0,42,0,only 42 contexts
42527,,0,24,45,0,insufficient matching contexts
42528,,0,0,40,0,only 40 contexts
42529,action,12,24,45,0,insufficient matching contexts
42531,arguing,1,24,45,0,insufficient matching contexts
42530,,0,0,43,0,only 43 contexts
42532,n,24,24,45,1,
42533,done,24,24,45,1,
42534,is,1,24,45,0,insufficient matching contexts
42535,,0,0,43,0,only 43 contexts
42537,,0,0,44,0,only 44 contexts
42536,where,5,24,45,0,insufficient matching contexts
42538,,0,0,28,0,only 28 contexts
42539,,0,24,45,0,insufficient matching contexts
42540,graphic,3,24,45,0,insufficient matching contexts
42541,million,1,24,45,0,insufficient matching contexts
42543,,0,0,43,0,only 43 contexts
42542,,0,0,43,0,only 43 contexts
42545,,0,0,44,0,only 44 contexts
42544,,0,0,44,0,only 44 contexts
42546,,0,0,38,0,only 38 contexts
42547,software,24,24,45,1,
42548,,0,0,44,0,only 44 contexts
42549,or,15,24,45,0,insufficient matching contexts
42551,,0,24,45,0,insufficient matching contexts
42550,,0,24,45,0,insufficient matching contexts
42552,achieved,5,24,45,0,insufficient matching contexts
42553,,0,0,42,0,only 42 contexts
42554,the,24,24,45,1,
42555,,0,24,45,0,insufficient matching contexts
42556,,0,0,29,0,only 29 contexts
42557,,0,0,41,0,only 41 contexts
42558,,0,24,45,0,insufficient matching contexts
42559,unique,1,24,45,0,insufficient matching contexts
42560,and,11,24,45,0,insufficient matching contexts
42561,,0,0,42,0,only 42 contexts
42562,date,1,24,45,0,insufficient matching contexts
42563,a,2,24,45,0,insufficient matching contexts
42564,bun,1,24,45,0,insufficient matching contexts
42565,,0,24,45,0,insufficient matching contexts
42566,,0,24,45,0,insufficient matching contexts
42568,,0,0,43,0,only 43 contexts
42570,,0,24,45,0,insufficient matching contexts
42567,,0,0,44,0,only 44 contexts
42569,,0,0,42,0,only 42 contexts
42571,val,11,24,45,0,insufficient matching contexts
42572,melan,3,24,45,0,insufficient matching contexts
42573,,0,0,36,0,only 36 contexts
42574,and,6,24,45,0,insufficient matching contexts
42575,,0,0,38,0,only 38 contexts
42576,,0,0,40,0,only 40 contexts
42577,to,12,24,45,0,insufficient matching contexts
42579,processing,1,24,45,0,insufficient matching contexts
42580,,0,0,37,0,only 37 contexts
42581,,0,0,37,0,only 37 contexts
42578,,0,0,44,0,only 44 contexts
42582,,0,0,30,0,only 30 contexts
42583,,0,24,45,0,insufficient matching contexts
42584,said,10,24,45,0,insufficient matching contexts
42588,rm,1,24,45,0,insufficient matching contexts
42586,,0,24,45,0,insufficient matching contexts
42587,,0,0,38,0,only 38 contexts
42589,block,1,24,45,0,insufficient matching contexts
42585,duke,1,24,45,0,insufficient matching contexts
42590,of,9,24,45,0,insufficient matching contexts
42591,read,4,24,45,0,insufficient matching contexts
42592,aussie,2,24,45,0,insufficient matching contexts
42596,,0,0,44,0,only 44 contexts
42594,,0,24,45,0,insufficient matching contexts
42593,,0,0,42,0,only 42 contexts
42595,,0,24,45,0,insufficient matching contexts
42598,flu,24,24,45,1,
42597,in,1,24,45,0,insufficient matching contexts
42599,,0,0,44,0,only 44 contexts
42600,,0,0,41,0,only 41 contexts
42601,,0,0,41,0,only 41 contexts
42602,of,1,24,45,0,insufficient matching contexts
42603,,0,0,39,0,only 39 contexts
42606,prior,2,24,45,0,insufficient matching contexts
42607,journey,16,24,45,0,insufficient matching contexts
42608,feelings,18,24,45,0,insufficient matching contexts
42605,before,24,24,45,1,
42604,,0,0,44,0,only 44 contexts
42609,higher,15,24,45,0,insufficient matching contexts
42610,,0,0,43,0,only 43 contexts
42611,of,2,24,45,0,insufficient matching contexts
42612,shop,3,24,45,0,insufficient matching contexts
42613,accept,6,24,45,0,insufficient matching contexts
42614,,0,24,45,0,insufficient matching contexts
42615,gotta,2,24,45,0,insufficient matching contexts
42616,,0,0,43,0,only 43 contexts
42617,power,5,24,45,0,insufficient matching contexts
42618,may,1,24,45,0,insufficient matching contexts
42619,,0,0,30,0,only 30 contexts
42620,ham,2,24,45,0,insufficient matching contexts
42621,,0,0,43,0,only 43 contexts
42622,us,24,24,45,1,
42623,gossip,1,24,45,0,insufficient matching contexts
42624,,0,24,45,0,insufficient matching contexts
42625,ambassador,13,24,45,0,insufficient matching contexts
42626,,0,0,41,0,only 41 contexts
42627,was,2,24,45,0,insufficient matching contexts
42628,facing,12,24,45,0,insufficient matching contexts
42629,used,1,24,45,0,insufficient matching contexts
42630,,0,0,33,0,only 33 contexts
42631,o,1,24,45,0,insufficient matching contexts
42632,,0,24,45,0,insufficient matching contexts
42633,,0,0,41,0,only 41 contexts
42635,has,18,24,45,0,insufficient matching contexts
42634,successful,3,24,45,0,insufficient matching contexts
42636,much,24,24,45,1,
42637,hn,7,24,45,0,insufficient matching contexts
42638,,0,0,43,0,only 43 contexts
42639,,0,0,35,0,only 35 contexts
42640,,0,0,38,0,only 38 contexts
42641,shall,24,24,45,1,
42642,live,3,24,45,0,insufficient matching contexts
42643,,0,0,44,0,only 44 contexts
42644,fine,15,24,45,0,insufficient matching contexts
42645,,0,24,45,0,insufficient matching contexts
42646,,0,0,28,0,only 28 contexts
42647,,0,0,41,0,only 41 contexts
42648,creatures,3,24,45,0,insufficient matching contexts
42649,treasury,1,24,45,0,insufficient matching contexts
42651,,0,0,40,0,only 40 contexts
42650,struct,24,24,45,1,
42652,,0,0,44,0,only 44 contexts
42653,,0,0,43,0,only 43 contexts
42654,,0,24,45,0,insufficient matching contexts
42655,adjacent,22,24,45,1,
42657,,0,0,43,0,only 43 contexts
42656,,0,0,43,0,only 43 contexts
42658,,0,0,34,0,only 34 contexts
42660,,0,0,41,0,only 41 contexts
42659,,0,24,45,0,insufficient matching contexts
42661,,0,0,42,0,only 42 contexts
42662,,0,0,43,0,only 43 contexts
42663,,0,24,45,0,insufficient matching contexts
42664,,0,24,45,0,insufficient matching contexts
42666,,0,0,44,0,only 44 contexts
42665,firm,1,24,45,0,insufficient matching contexts
42667,,0,24,45,0,insufficient matching contexts
42669,,0,0,44,0,only 44 contexts
42668,chromatography,3,24,45,0,insufficient matching contexts
42670,,0,24,45,0,insufficient matching contexts
42671,,0,0,43,0,only 43 contexts
42672,ate,22,24,45,1,
42673,,0,0,44,0,only 44 contexts
42675,phone,2,24,45,0,insufficient matching contexts
42674,,0,0,43,0,only 43 contexts
42677,,0,0,42,0,only 42 contexts
42676,,0,0,44,0,only 44 contexts
42678,,0,24,45,0,insufficient matching contexts
42679,,0,0,44,0,only 44 contexts
42680,functionality,1,24,45,0,insufficient matching contexts
42681,leq,1,24,45,0,insufficient matching contexts
42682,,0,0,42,0,only 42 contexts
42683,,0,0,41,0,only 41 contexts
42684,,0,24,45,0,insufficient matching contexts
42685,,0,24,45,0,insufficient matching contexts
42687,,0,0,44,0,only 44 contexts
42686,background,1,24,45,0,insufficient matching contexts
42689,run,2,24,45,0,insufficient matching contexts
42688,,0,0,29,0,only 29 contexts
42690,,0,0,40,0,only 40 contexts
42691,first,4,24,45,0,insufficient matching contexts
42692,,0,24,45,0,insufficient matching contexts
42693,put,16,24,45,0,insufficient matching contexts
42695,eps,1,24,45,0,insufficient matching contexts
42694,constitutes,5,24,45,0,insufficient matching contexts
42696,,0,24,45,0,insufficient matching contexts
42697,,0,0,44,0,only 44 contexts
42698,,0,0,41,0,only 41 contexts
42699,ide,15,24,45,0,insufficient matching contexts
42701,,0,24,45,0,insufficient matching contexts
42700,,0,0,31,0,only 31 contexts
42703,letters,1,24,45,0,insufficient matching contexts
42702,sup,24,24,45,1,
42704,,0,0,41,0,only 41 contexts
42705,,0,0,40,0,only 40 contexts
42706,,0,24,45,0,insufficient matching contexts
42707,due,4,24,45,0,insufficient matching contexts
42708,biased,1,24,45,0,insufficient matching contexts
42709,p,8,24,45,0,insufficient matching contexts
42710,street,4,24,45,0,insufficient matching contexts
42711,g,2,24,45,0,insufficient matching contexts
42712,under,7,24,45,0,insufficient matching contexts
42713,around,12,24,45,0,insufficient matching contexts
42714,,0,0,43,0,only 43 contexts
42715,,0,0,43,0,only 43 contexts
42716,,0,24,45,0,insufficient matching contexts
42717,,0,24,45,0,insufficient matching contexts
42718,notable,8,24,45,0,insufficient matching contexts
42719,,0,0,43,0,only 43 contexts
42722,,0,0,41,0,only 41 contexts
42720,,0,0,36,0,only 36 contexts
42721,circles,1,24,45,0,insufficient matching contexts
42723,should,1,24,45,0,insufficient matching contexts
42724,,0,24,45,0,insufficient matching contexts
42725,f,4,24,45,0,insufficient matching contexts
42726,,0,0,38,0,only 38 contexts
42727,m,23,24,45,1,
42729,,0,0,35,0,only 35 contexts
42728,,0,0,42,0,only 42 contexts
42731,,0,0,37,0,only 37 contexts
42730,of,21,24,45,0,insufficient matching contexts
42732,,0,0,34,0,only 34 contexts
42733,hand,4,24,45,0,insufficient matching contexts
42734,,0,0,38,0,only 38 contexts
42735,not,10,24,45,0,insufficient matching contexts
42736,,0,0,40,0,only 40 contexts
42737,,0,0,41,0,only 41 contexts
42738,shoot,1,24,45,0,insufficient matching contexts
42739,snps,1,24,45,0,insufficient matching contexts
42740,,0,0,40,0,only 40 contexts
42741,follow,2,24,45,0,insufficient matching contexts
42742,,0,0,26,0,only 26 contexts
42743,of,24,24,45,1,
42744,though,24,24,45,1,
42745,,0,0,44,0,only 44 contexts
42747,new,8,24,45,0,insufficient matching contexts
42749,,0,0,42,0,only 42 contexts
42751,doesn,4,24,45,0,insufficient matching contexts
42750,bowl,20,24,45,0,insufficient matching contexts
42748,mspace,10,24,45,0,insufficient matching contexts
42746,it,24,24,45,1,
42752,,0,0,30,0,only 30 contexts
42753,xc,1,24,45,0,insufficient matching contexts
42754,line,3,24,45,0,insufficient matching contexts
42755,warming,4,24,45,0,insufficient matching contexts
42757,is,20,24,45,0,insufficient matching contexts
42756,,0,0,41,0,only 41 contexts
42759,ii,6,24,45,0,insufficient matching contexts
42758,substantial,22,24,45,1,
42760,exhaustion,2,24,45,0,insufficient matching contexts
42761,inclusion,2,24,45,0,insufficient matching contexts
42762,,0,0,41,0,only 41 contexts
42763,factory,1,24,45,0,insufficient matching contexts
42765,s,3,24,45,0,insufficient matching contexts
42764,po,2,24,45,0,insufficient matching contexts
42766,,0,24,45,0,insufficient matching contexts
42767,over,1,24,45,0,insufficient matching contexts
42768,,0,0,44,0,only 44 contexts
42769,the,6,24,45,0,insufficient matching contexts
42770,,0,24,45,0,insufficient matching contexts
42771,,0,24,45,0,insufficient matching contexts
42772,,0,0,42,0,only 42 contexts
42773,,0,24,45,0,insufficient matching contexts
42774,someone,1,24,45,0,insufficient matching contexts
42775,,0,24,45,0,insufficient matching contexts
42777,e,24,24,45,1,
42776,,0,0,40,0,only 40 contexts
42778,,0,0,41,0,only 41 contexts
42779,random,24,24,45,1,
42780,,0,0,44,0,only 44 contexts
42781,,0,0,42,0,only 42 contexts
42782,tically,1,24,45,0,insufficient matching contexts
42783,up,10,24,45,0,insufficient matching contexts
42784,,0,24,45,0,insufficient matching contexts
42785,,0,0,40,0,only 40 contexts
42786,,0,0,44,0,only 44 contexts
42787,easiest,2,24,45,0,insufficient matching contexts
42788,,0,24,45,0,insufficient matching contexts
42789,part,10,24,45,0,insufficient matching contexts
42790,prepare,12,24,45,0,insufficient matching contexts
42791,pressure,22,24,45,1,
42792,,0,24,45,0,insufficient matching contexts
42793,,0,0,40,0,only 40 contexts
42794,for,4,24,45,0,insufficient matching contexts
42795,,0,24,45,0,insufficient matching contexts
42796,in,2,24,45,0,insufficient matching contexts
42797,a,2,24,45,0,insufficient matching contexts
42798,pancake,3,24,45,0,insufficient matching contexts
42799,ngo,12,24,45,0,insufficient matching contexts
42800,and,2,24,45,0,insufficient matching contexts
42803,,0,0,25,0,only 25 contexts
42802,,0,24,45,0,insufficient matching contexts
42801,,0,0,43,0,only 43 contexts
42804,,0,0,42,0,only 42 contexts
42805,county,24,24,45,1,
42806,tour,2,24,45,0,insufficient matching contexts
42807,,0,24,45,0,insufficient matching contexts
42808,feel,24,24,45,1,
42811,,0,24,45,0,insufficient matching contexts
42810,unbound,2,24,45,0,insufficient matching contexts
42809,,0,24,45,0,insufficient matching contexts
42813,s,6,24,45,0,insufficient matching contexts
42812,to,5,24,45,0,insufficient matching contexts
42814,,0,0,41,0,only 41 contexts
42815,at,1,24,45,0,insufficient matching contexts
42817,igen,1,24,45,0,insufficient matching contexts
42816,,0,0,37,0,only 37 contexts
42819,,0,24,45,0,insufficient matching contexts
42818,,0,0,43,0,only 43 contexts
42820,,0,0,43,0,only 43 contexts
42821,improved,4,24,45,0,insufficient matching contexts
42822,,0,0,42,0,only 42 contexts
42823,,0,0,42,0,only 42 contexts
42824,with,8,24,45,0,insufficient matching contexts
42825,,0,0,40,0,only 40 contexts
42828,,0,0,42,0,only 42 contexts
42829,,0,24,45,0,insufficient matching contexts
42827,shoes,3,24,45,0,insufficient matching contexts
42830,,0,24,45,0,insufficient matching contexts
42831,,0,0,44,0,only 44 contexts
42826,,0,0,36,0,only 36 contexts
42832,,0,24,45,0,insufficient matching contexts
42833,,0,24,45,0,insufficient matching contexts
42836,,0,24,45,0,insufficient matching contexts
42835,respect,1,24,45,0,insufficient matching contexts
42837,,0,0,44,0,only 44 contexts
42834,,0,0,40,0,only 40 contexts
42838,,0,24,45,0,insufficient matching contexts
42840,visitor,8,24,45,0,insufficient matching contexts
42841,,0,0,31,0,only 31 contexts
42839,mark,24,24,45,1,
42843,,0,0,27,0,only 27 contexts
42845,,0,0,44,0,only 44 contexts
42846,,0,24,45,0,insufficient matching contexts
42842,,0,24,45,0,insufficient matching contexts
42844,to,2,24,45,0,insufficient matching contexts
42848,,0,0,29,0,only 29 contexts
42847,t,4,24,45,0,insufficient matching contexts
42849,description,24,24,45,1,
42850,,0,24,45,0,insufficient matching contexts
42851,,0,0,43,0,only 43 contexts
42852,,0,0,42,0,only 42 contexts
42853,bs,2,24,45,0,insufficient matching contexts
42855,,0,0,41,0,only 41 contexts
42857,metric,2,24,45,0,insufficient matching contexts
42856,,0,24,45,0,insufficient matching contexts
42854,,0,0,35,0,only 35 contexts
42858,lic,2,24,45,0,insufficient matching contexts
42859,,0,24,45,0,insufficient matching contexts
42860,,0,0,40,0,only 40 contexts
42861,,0,0,43,0,only 43 contexts
42862,to,24,24,45,1,
42864,greater,2,24,45,0,insufficient matching contexts
42865,hooper,2,24,45,0,insufficient matching contexts
42866,agreed,24,24,45,1,
42863,,0,24,45,0,insufficient matching contexts
42867,example,2,24,45,0,insufficient matching contexts
42869,,0,24,45,0,insufficient matching contexts
42868,tech,2,24,45,0,insufficient matching contexts
42870,f,5,24,45,0,insufficient matching contexts
42871,,0,24,45,0,insufficient matching contexts
42872,grey,14,24,45,0,insufficient matching contexts
42874,,0,0,42,0,only 42 contexts
42873,,0,0,43,0,only 43 contexts
42875,,0,0,42,0,only 42 contexts
42876,ala,1,24,45,0,insufficient matching contexts
42877,,0,0,44,0,only 44 contexts
42878,,0,0,37,0,only 37 contexts
42879,presidential,4,24,45,0,insufficient matching contexts
42882,permission,6,24,45,0,insufficient matching contexts
42883,magn,2,24,45,0,insufficient matching contexts
42880,,0,0,42,0,only 42 contexts
42881,,0,0,37,0,only 37 contexts
42884,,0,24,45,0,insufficient matching contexts
42885,,0,24,45,0,insufficient matching contexts
42886,,0,0,26,0,only 26 contexts
42887,,0,24,45,0,insufficient matching contexts
42888,,0,0,38,0,only 38 contexts
42889,,0,0,40,0,only 40 contexts
42891,,0,24,45,0,insufficient matching contexts
42890,,0,24,45,0,insufficient matching contexts
42892,minimal,5,24,45,0,insufficient matching contexts
42893,,0,0,39,0,only 39 contexts
42894,,0,0,40,0,only 40 contexts
42895,water,1,24,45,0,insufficient matching contexts
42896,motion,7,24,45,0,insufficient matching contexts
42897,dna,2,24,45,0,insufficient matching contexts
42899,for,18,24,45,0,insufficient matching contexts
42900,,0,24,45,0,insufficient matching contexts
42898,,0,0,41,0,only 41 contexts
42902,,0,24,45,0,insufficient matching contexts
42901,i,5,24,45,0,insufficient matching contexts
42903,create,9,24,45,0,insufficient matching contexts
42904,,0,24,45,0,insufficient matching contexts
42907,,0,0,34,0,only 34 contexts
42905,repository,20,24,45,0,insufficient matching contexts
42906,,0,0,41,0,only 41 contexts
42909,,0,0,44,0,only 44 contexts
42910,,0,0,39,0,only 39 contexts
42908,optimal,6,24,45,0,insufficient matching contexts
42911,in,13,24,45,0,insufficient matching contexts
42912,,0,0,42,0,only 42 contexts
42913,out,3,24,45,0,insufficient matching contexts
42914,g,2,24,45,0,insufficient matching contexts
42915,,0,24,45,0,insufficient matching contexts
42918,tp,24,24,45,1,
42916,,0,0,41,0,only 41 contexts
42919,different,22,24,45,1,
42917,,0,24,45,0,insufficient matching contexts
42920,work,1,24,45,0,insufficient matching contexts
42921,,0,24,45,0,insufficient matching contexts
42922,reg,24,24,45,1,
42923,,0,0,40,0,only 40 contexts
42924,nunit,1,24,45,0,insufficient matching contexts
42927,,0,0,42,0,only 42 contexts
42926,er,1,24,45,0,insufficient matching contexts
42925,getlocal,7,24,45,0,insufficient matching contexts
42928,,0,0,38,0,only 38 contexts
42929,notag,2,24,45,0,insufficient matching contexts
42930,,0,0,43,0,only 43 contexts
42931,holy,1,24,45,0,insufficient matching contexts
42932,,0,0,39,0,only 39 contexts
42934,,0,0,41,0,only 41 contexts
42933,,0,24,45,0,insufficient matching contexts
42935,,0,24,45,0,insufficient matching contexts
42936,mean,24,24,45,1,
42938,,0,0,43,0,only 43 contexts
42937,,0,24,45,0,insufficient matching contexts
42939,timber,4,24,45,0,insufficient matching contexts
42940,,0,0,36,0,only 36 contexts
42941,,0,24,45,0,insufficient matching contexts
42942,ep,22,24,45,1,
42943,was,2,24,45,0,insufficient matching contexts
42944,learn,7,24,45,0,insufficient matching contexts
42945,,0,0,44,0,only 44 contexts
42946,,0,0,41,0,only 41 contexts
42947,,0,0,43,0,only 43 contexts
42948,,0,24,45,0,insufficient matching contexts
42949,ang,24,24,45,1,
42950,longrightarrow,13,24,45,0,insufficient matching contexts
42951,supplement,16,24,45,0,insufficient matching contexts
42953,,0,0,44,0,only 44 contexts
42952,leaf,24,24,45,1,
42955,,0,0,44,0,only 44 contexts
42954,,0,24,45,0,insufficient matching contexts
42956,in,3,24,45,0,insufficient matching contexts
42957,,0,24,45,0,insufficient matching contexts
42958,,0,24,45,0,insufficient matching contexts
42959,,0,24,45,0,insufficient matching contexts
42961,th,4,24,45,0,insufficient matching contexts
42960,,0,24,45,0,insufficient matching contexts
42962,,0,24,45,0,insufficient matching contexts
42963,,0,0,43,0,only 43 contexts
42964,,0,0,40,0,only 40 contexts
42965,nows,2,24,45,0,insufficient matching contexts
42966,,0,0,38,0,only 38 contexts
42967,discharge,1,24,45,0,insufficient matching contexts
42968,,0,24,45,0,insufficient matching contexts
42971,advisers,2,24,45,0,insufficient matching contexts
42969,developed,4,24,45,0,insufficient matching contexts
42972,,0,0,43,0,only 43 contexts
42973,,0,0,43,0,only 43 contexts
42970,waited,4,24,45,0,insufficient matching contexts
42974,it,3,24,45,0,insufficient matching contexts
42975,,0,0,42,0,only 42 contexts
42976,,0,24,45,0,insufficient matching contexts
42978,past,8,24,45,0,insufficient matching contexts
42979,,0,0,43,0,only 43 contexts
42980,,0,0,44,0,only 44 contexts
42982,in,1,24,45,0,insufficient matching contexts
42983,,0,0,42,0,only 42 contexts
42981,,0,0,41,0,only 41 contexts
42977,methods,22,24,45,1,
42984,kil,15,24,45,0,insufficient matching contexts
42985,,0,0,40,0,only 40 contexts
42986,front,11,24,45,0,insufficient matching contexts
42987,,0,0,43,0,only 43 contexts
42988,,0,0,35,0,only 35 contexts
42989,,0,0,42,0,only 42 contexts
42990,place,24,24,45,1,
42991,,0,0,43,0,only 43 contexts
42992,,0,0,40,0,only 40 contexts
42993,,0,24,45,0,insufficient matching contexts
42994,depression,1,24,45,0,insufficient matching contexts
42995,,0,0,36,0,only 36 contexts
42996,guidance,24,24,45,1,
42997,,0,0,43,0,only 43 contexts
42998,,0,0,40,0,only 40 contexts
42999,v,24,24,45,1,
43000,county,4,24,45,0,insufficient matching contexts
43001,ai,2,24,45,0,insufficient matching contexts
43002,,0,24,45,0,insufficient matching contexts
43003,,0,0,29,0,only 29 contexts
43004,,0,0,39,0,only 39 contexts
43005,fish,4,24,45,0,insufficient matching contexts
43006,,0,0,44,0,only 44 contexts
43008,,0,0,43,0,only 43 contexts
43007,,0,0,41,0,only 41 contexts
43010,n,1,24,45,0,insufficient matching contexts
43009,ultimate,24,24,45,1,
43011,additives,2,24,45,0,insufficient matching contexts
43012,,0,0,43,0,only 43 contexts
43013,week,24,24,45,1,
43015,,0,0,42,0,only 42 contexts
43016,,0,0,32,0,only 32 contexts
43014,s,4,24,45,0,insufficient matching contexts
43018,,0,0,40,0,only 40 contexts
43017,nearly,1,24,45,0,insufficient matching contexts
43020,hospital,2,24,45,0,insufficient matching contexts
43019,transmission,12,24,45,0,insufficient matching contexts
43021,,0,0,44,0,only 44 contexts
43022,the,7,24,45,0,insufficient matching contexts
43023,,0,0,39,0,only 39 contexts
43024,,0,0,40,0,only 40 contexts
43025,,0,24,45,0,insufficient matching contexts
43026,cp,1,24,45,0,insufficient matching contexts
43027,rail,1,24,45,0,insufficient matching contexts
43028,,0,0,40,0,only 40 contexts
43029,,0,0,44,0,only 44 contexts
43030,,0,24,45,0,insufficient matching contexts
43031,much,24,24,45,1,
43032,,0,0,34,0,only 34 contexts
43033,stock,24,24,45,1,
43034,,0,0,42,0,only 42 contexts
43036,,0,24,45,0,insufficient matching contexts
43037,,0,0,30,0,only 30 contexts
43038,calls,2,24,45,0,insufficient matching contexts
43035,,0,0,42,0,only 42 contexts
43040,,0,0,38,0,only 38 contexts
43041,fit,24,24,45,1,
43042,,0,0,41,0,only 41 contexts
43039,,0,0,32,0,only 32 contexts
43043,,0,0,43,0,only 43 contexts
43046,,0,0,36,0,only 36 contexts
43044,,0,0,40,0,only 40 contexts
43045,,0,0,40,0,only 40 contexts
43047,est,24,24,45,1,
43048,you,3,24,45,0,insufficient matching contexts
43050,his,6,24,45,0,insufficient matching contexts
43051,,0,0,44,0,only 44 contexts
43049,,0,0,40,0,only 40 contexts
